airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
AirAsia,I5-631,Mumbai,Morning,one,Evening,Delhi,Economy,11.75,34,4855
AirAsia,I5-620,Mumbai,Early_Morning,one,Evening,Delhi,Economy,13.42,34,4855
Air_India,AI-669,Mumbai,Morning,one,Night,Delhi,Economy,8.92,34,5014
Air_India,AI-669,Mumbai,Morning,one,Night,Delhi,Economy,11.92,34,5014
Air_India,AI-645,Mumbai,Morning,one,Evening,Delhi,Economy,6.92,34,5220
Air_India,AI-637,Mumbai,Evening,one,Night,Delhi,Economy,5.33,34,5250
Air_India,AI-681,Mumbai,Evening,one,Night,Delhi,Economy,28,34,5495
Air_India,AI-655,Mumbai,Evening,one,Evening,Delhi,Economy,24.67,34,5645
Air_India,AI-625,Mumbai,Morning,one,Afternoon,Delhi,Economy,7.58,34,5691
Air_India,AI-625,Mumbai,Morning,one,Night,Delhi,Economy,13.42,34,5691
Air_India,AI-639,Mumbai,Morning,one,Night,Delhi,Economy,11.08,34,5749
SpiceJet,SG-2697,Mumbai,Night,one,Night,Delhi,Economy,25.92,34,5833
Air_India,AI-651,Mumbai,Morning,one,Morning,Delhi,Economy,25.08,34,5840
Air_India,AI-639,Mumbai,Morning,one,Afternoon,Delhi,Economy,6.42,34,6169
Air_India,AI-607,Mumbai,Evening,one,Night,Delhi,Economy,7.17,34,6169
Air_India,AI-639,Mumbai,Morning,one,Night,Delhi,Economy,14.42,34,6169
Air_India,AI-688,Mumbai,Morning,one,Afternoon,Delhi,Economy,6.92,34,6191
Air_India,AI-688,Mumbai,Morning,one,Night,Delhi,Economy,12.58,34,6191
Air_India,AI-683,Mumbai,Night,one,Late_Night,Delhi,Economy,6.67,34,6248
Indigo,6E-5384,Mumbai,Morning,one,Afternoon,Delhi,Economy,6.42,34,6363
Air_India,AI-651,Mumbai,Morning,one,Evening,Delhi,Economy,9.92,34,6699
Air_India,AI-774,Mumbai,Night,one,Morning,Delhi,Economy,12.33,34,6725
Air_India,AI-675,Mumbai,Early_Morning,one,Afternoon,Delhi,Economy,6.75,34,6744
Air_India,AI-679,Mumbai,Morning,one,Evening,Delhi,Economy,9.42,34,6878
Air_India,AI-657,Mumbai,Early_Morning,one,Evening,Delhi,Economy,11.58,34,6921
Air_India,AI-695,Mumbai,Morning,one,Afternoon,Delhi,Economy,27.5,34,7109
Air_India,AI-685,Mumbai,Early_Morning,one,Evening,Delhi,Economy,11.67,34,7193
Air_India,AI-649,Mumbai,Early_Morning,one,Early_Morning,Delhi,Economy,24.67,34,7289
Air_India,AI-663,Mumbai,Afternoon,one,Late_Night,Delhi,Economy,14.25,34,7928
Air_India,AI-9657,Mumbai,Evening,one,Late_Night,Delhi,Economy,8.58,34,8621
Air_India,AI-667,Mumbai,Evening,one,Late_Night,Delhi,Economy,7.17,34,8777
Indigo,6E-5013,Mumbai,Early_Morning,zero,Early_Morning,Delhi,Economy,2.08,35,2339
Indigo,6E-6721,Mumbai,Early_Morning,zero,Morning,Delhi,Economy,2.08,35,2339
AirAsia,I5-330,Mumbai,Night,zero,Late_Night,Delhi,Economy,2.08,35,2339
Indigo,6E-5006,Mumbai,Early_Morning,zero,Morning,Delhi,Economy,2.17,35,2339
Indigo,6E-2172,Mumbai,Morning,zero,Morning,Delhi,Economy,2.17,35,2339
Indigo,6E-2047,Mumbai,Early_Morning,zero,Morning,Delhi,Economy,2.25,35,2339
SpiceJet,SG-8702,Mumbai,Morning,zero,Afternoon,Delhi,Economy,2.42,35,2339
AirAsia,I5-1569,Mumbai,Night,one,Late_Night,Delhi,Economy,6,35,2336
AirAsia,I5-678,Mumbai,Evening,one,Late_Night,Delhi,Economy,6.67,35,2336
AirAsia,I5-336,Mumbai,Night,one,Late_Night,Delhi,Economy,7.17,35,2336
AirAsia,I5-942,Mumbai,Afternoon,one,Night,Delhi,Economy,9.17,35,2336
AirAsia,I5-1569,Mumbai,Night,one,Morning,Delhi,Economy,11.58,35,2336
AirAsia,I5-942,Mumbai,Afternoon,one,Late_Night,Delhi,Economy,12.25,35,2336
AirAsia,I5-336,Mumbai,Night,one,Morning,Delhi,Economy,12.75,35,2336
AirAsia,I5-942,Mumbai,Afternoon,one,Late_Night,Delhi,Economy,14.25,35,2336
Air_India,AI-864,Mumbai,Early_Morning,zero,Morning,Delhi,Economy,2.17,35,2464
Air_India,AI-806,Mumbai,Early_Morning,zero,Morning,Delhi,Economy,2.25,35,2464
Air_India,AI-809,Mumbai,Morning,zero,Afternoon,Delhi,Economy,2.25,35,2464
Air_India,AI-687,Mumbai,Afternoon,zero,Evening,Delhi,Economy,2.25,35,2464
Air_India,AI-867,Mumbai,Night,zero,Night,Delhi,Economy,2.25,35,2464
Air_India,AI-660,Mumbai,Evening,zero,Night,Delhi,Economy,2.42,35,2464
Air_India,AI-635,Mumbai,Early_Morning,one,Morning,Delhi,Economy,3.67,35,2464
Air_India,AI-442,Mumbai,Afternoon,one,Evening,Delhi,Economy,3.75,35,2464
SpiceJet,SG-8710,Mumbai,Night,zero,Night,Delhi,Economy,2,35,2614
SpiceJet,SG-8152,Mumbai,Early_Morning,zero,Morning,Delhi,Economy,2.25,35,2614
SpiceJet,SG-8158,Mumbai,Evening,zero,Night,Delhi,Economy,2.42,35,2614
Indigo,6.00E-154,Mumbai,Late_Night,zero,Early_Morning,Delhi,Economy,2.08,35,2738
Indigo,6E-6004,Mumbai,Evening,zero,Night,Delhi,Economy,2.08,35,2738
Indigo,6.00E-248,Mumbai,Night,zero,Late_Night,Delhi,Economy,2.08,35,2738
Indigo,6E-5017,Mumbai,Morning,zero,Afternoon,Delhi,Economy,2.17,35,2738
Indigo,6.00E-168,Mumbai,Morning,zero,Afternoon,Delhi,Economy,2.25,35,2738
Air_India,AI-888,Mumbai,Evening,zero,Night,Delhi,Economy,2.25,35,2779
AirAsia,I5-767,Mumbai,Early_Morning,zero,Morning,Delhi,Economy,2.17,35,2987
Indigo,6E-5376,Mumbai,Late_Night,one,Morning,Delhi,Economy,8.83,35,2986
Indigo,6E-6201,Mumbai,Morning,zero,Morning,Delhi,Economy,1.92,35,3108
Indigo,6E-416,Mumbai,Evening,zero,Evening,Delhi,Economy,2.08,35,3108
Indigo,6E-2077,Mumbai,Afternoon,zero,Afternoon,Delhi,Economy,2.17,35,3108
Indigo,6E-945,Mumbai,Afternoon,zero,Evening,Delhi,Economy,2.17,35,3108
Indigo,6E-574,Mumbai,Evening,zero,Night,Delhi,Economy,1.83,35,3424
Indigo,6E-2518,Mumbai,Night,zero,Night,Delhi,Economy,2.08,35,3424
SpiceJet,SG-4417,Mumbai,Evening,one,Morning,Delhi,Economy,14.83,35,3509
SpiceJet,SG-276,Mumbai,Early_Morning,one,Morning,Delhi,Economy,4.75,35,3753
Indigo,6.00E-176,Mumbai,Afternoon,one,Night,Delhi,Economy,6.25,35,4123
Air_India,AI-619,Mumbai,Night,one,Morning,Delhi,Economy,12.75,35,3819
Air_India,AI-619,Mumbai,Night,one,Afternoon,Delhi,Economy,17.58,35,3819
Air_India,AI-619,Mumbai,Night,one,Evening,Delhi,Economy,22.25,35,3819
Air_India,AI-619,Mumbai,Night,one,Night,Delhi,Economy,26.75,35,3819
Air_India,AI-570,Mumbai,Early_Morning,one,Afternoon,Delhi,Economy,7.67,35,3843
Air_India,AI-570,Mumbai,Early_Morning,one,Evening,Delhi,Economy,14.5,35,3843
Air_India,AI-570,Mumbai,Early_Morning,one,Night,Delhi,Economy,17.83,35,3843
Air_India,AI-570,Mumbai,Early_Morning,one,Morning,Delhi,Economy,27.5,35,3843
Indigo,6E-5376,Mumbai,Late_Night,one,Early_Morning,Delhi,Economy,7.17,35,3846
Indigo,6E-5376,Mumbai,Late_Night,one,Morning,Delhi,Economy,10.33,35,3846
Indigo,6.00E-296,Mumbai,Night,one,Late_Night,Delhi,Economy,4.08,35,3944
Indigo,6E-5386,Mumbai,Evening,one,Late_Night,Delhi,Economy,5.08,35,3944
Indigo,6E-6222,Mumbai,Morning,one,Evening,Delhi,Economy,8.17,35,3947
Indigo,6E-6182,Mumbai,Early_Morning,one,Evening,Delhi,Economy,9.42,35,3947
SpiceJet,SG-343,Mumbai,Morning,one,Afternoon,Delhi,Economy,5.75,35,3965
Air_India,AI-611,Mumbai,Morning,one,Night,Delhi,Economy,10.42,35,4011
Air_India,AI-643,Mumbai,Afternoon,one,Evening,Delhi,Economy,26.17,35,4095
AirAsia,I5-471,Mumbai,Night,one,Morning,Delhi,Economy,11.33,35,4096
Air_India,AI-615,Mumbai,Early_Morning,one,Night,Delhi,Economy,17.25,35,4134
Air_India,AI-615,Mumbai,Early_Morning,one,Morning,Delhi,Economy,27.25,35,4134
Indigo,6E-5392,Mumbai,Evening,one,Night,Delhi,Economy,4.5,35,4151
Indigo,6E-5392,Mumbai,Evening,one,Late_Night,Delhi,Economy,6.83,35,4151
Indigo,6E-6222,Mumbai,Morning,one,Afternoon,Delhi,Economy,4.25,35,4209
Air_India,AI-637,Mumbai,Evening,one,Night,Delhi,Economy,26.42,35,4211
Indigo,6E-6234,Mumbai,Afternoon,one,Evening,Delhi,Economy,3.83,35,4342
Air_India,AI-671,Mumbai,Morning,one,Evening,Delhi,Economy,10.83,35,4421
Air_India,AI-671,Mumbai,Morning,one,Night,Delhi,Economy,14.17,35,4421
Air_India,AI-671,Mumbai,Morning,one,Morning,Delhi,Economy,23.83,35,4421
Air_India,AI-671,Mumbai,Morning,one,Afternoon,Delhi,Economy,28,35,4421
Air_India,AI-615,Mumbai,Early_Morning,one,Afternoon,Delhi,Economy,8.08,35,4554
Air_India,AI-615,Mumbai,Early_Morning,one,Evening,Delhi,Economy,12.75,35,4554
SpiceJet,SG-349,Mumbai,Afternoon,one,Evening,Delhi,Economy,4.75,35,4569
Air_India,AI-631,Mumbai,Evening,one,Afternoon,Delhi,Economy,20.58,35,4569
Indigo,6E-5372,Mumbai,Early_Morning,one,Morning,Delhi,Economy,4.33,35,4578
Indigo,6E-939,Mumbai,Morning,one,Evening,Delhi,Economy,7.83,35,4578
Air_India,AI-627,Mumbai,Early_Morning,one,Morning,Delhi,Economy,5.33,35,4799
Air_India,AI-629,Mumbai,Evening,one,Morning,Delhi,Economy,16.42,35,4799
AirAsia,I5-631,Mumbai,Morning,one,Afternoon,Delhi,Economy,5.75,35,4855
AirAsia,I5-620,Mumbai,Early_Morning,one,Morning,Delhi,Economy,6.17,35,4855
AirAsia,I5-631,Mumbai,Morning,one,Evening,Delhi,Economy,8,35,4855
AirAsia,I5-631,Mumbai,Morning,one,Evening,Delhi,Economy,11.75,35,4855
AirAsia,I5-620,Mumbai,Early_Morning,one,Evening,Delhi,Economy,14.58,35,4855
Air_India,AI-637,Mumbai,Evening,one,Night,Delhi,Economy,5.33,35,4935
Air_India,AI-669,Mumbai,Morning,one,Night,Delhi,Economy,11.92,35,5289
Air_India,AI-681,Mumbai,Evening,one,Night,Delhi,Economy,28,35,5495
Air_India,AI-625,Mumbai,Morning,one,Night,Delhi,Economy,13.42,35,5691
Air_India,AI-639,Mumbai,Morning,one,Night,Delhi,Economy,11.08,35,5749
SpiceJet,SG-2697,Mumbai,Night,one,Night,Delhi,Economy,25.92,35,5833
Air_India,AI-651,Mumbai,Morning,one,Night,Delhi,Economy,11,35,5840
Indigo,6E-5384,Mumbai,Morning,one,Afternoon,Delhi,Economy,6.42,35,5931
AirAsia,I5-620,Mumbai,Early_Morning,one,Evening,Delhi,Economy,13.42,35,5939
Air_India,AI-639,Mumbai,Morning,one,Afternoon,Delhi,Economy,6.42,35,6169
Air_India,AI-639,Mumbai,Morning,one,Night,Delhi,Economy,14.42,35,6169
Air_India,AI-651,Mumbai,Morning,one,Evening,Delhi,Economy,9.92,35,6300
Air_India,AI-675,Mumbai,Early_Morning,one,Evening,Delhi,Economy,11.83,35,6304
Air_India,AI-774,Mumbai,Night,one,Afternoon,Delhi,Economy,16,35,6304
Air_India,AI-675,Mumbai,Early_Morning,one,Night,Delhi,Economy,16.83,35,6304
Air_India,AI-625,Mumbai,Morning,one,Night,Delhi,Economy,12.5,35,6332
Air_India,AI-695,Mumbai,Morning,one,Afternoon,Delhi,Economy,27.5,35,6689
Air_India,AI-649,Mumbai,Early_Morning,one,Early_Morning,Delhi,Economy,24.67,35,6712
Air_India,AI-675,Mumbai,Early_Morning,one,Afternoon,Delhi,Economy,6.75,35,6725
Air_India,AI-679,Mumbai,Morning,one,Evening,Delhi,Economy,9.42,35,6878
Air_India,AI-657,Mumbai,Early_Morning,one,Evening,Delhi,Economy,11.58,35,6921
Indigo,6E-5382,Mumbai,Evening,one,Night,Delhi,Economy,5.83,35,7071
Air_India,AI-683,Mumbai,Night,one,Late_Night,Delhi,Economy,6.67,35,7403
Air_India,AI-673,Mumbai,Early_Morning,one,Night,Delhi,Economy,13,35,7595
Air_India,AI-673,Mumbai,Early_Morning,one,Afternoon,Delhi,Economy,6.75,35,7910
Air_India,AI-774,Mumbai,Night,one,Morning,Delhi,Economy,12.33,35,7919
Air_India,AI-685,Mumbai,Early_Morning,one,Evening,Delhi,Economy,11.67,35,7928
Air_India,AI-663,Mumbai,Afternoon,one,Late_Night,Delhi,Economy,14.25,35,7928
Air_India,AI-671,Mumbai,Morning,one,Evening,Delhi,Economy,8.17,35,8580
Air_India,AI-9657,Mumbai,Evening,one,Late_Night,Delhi,Economy,8.58,35,9513
Indigo,6E-5013,Mumbai,Early_Morning,zero,Early_Morning,Delhi,Economy,2.08,36,2339
Indigo,6E-6721,Mumbai,Early_Morning,zero,Morning,Delhi,Economy,2.08,36,2339
Indigo,6E-6004,Mumbai,Evening,zero,Night,Delhi,Economy,2.08,36,2339
Indigo,6E-2518,Mumbai,Night,zero,Night,Delhi,Economy,2.08,36,2339
AirAsia,I5-330,Mumbai,Night,zero,Late_Night,Delhi,Economy,2.08,36,2339
Indigo,6E-5006,Mumbai,Early_Morning,zero,Morning,Delhi,Economy,2.17,36,2339
Indigo,6E-2172,Mumbai,Morning,zero,Morning,Delhi,Economy,2.17,36,2339
Indigo,6E-2047,Mumbai,Early_Morning,zero,Morning,Delhi,Economy,2.25,36,2339
SpiceJet,SG-8702,Mumbai,Morning,zero,Afternoon,Delhi,Economy,2.25,36,2339
AirAsia,I5-631,Mumbai,Morning,one,Afternoon,Delhi,Economy,5.75,36,2336
AirAsia,I5-1569,Mumbai,Night,one,Late_Night,Delhi,Economy,6,36,2336
AirAsia,I5-678,Mumbai,Evening,one,Late_Night,Delhi,Economy,6.67,36,2336
AirAsia,I5-336,Mumbai,Night,one,Late_Night,Delhi,Economy,7.17,36,2336
AirAsia,I5-631,Mumbai,Morning,one,Evening,Delhi,Economy,8,36,2336
AirAsia,I5-942,Mumbai,Afternoon,one,Night,Delhi,Economy,9.17,36,2336
AirAsia,I5-631,Mumbai,Morning,one,Evening,Delhi,Economy,11.75,36,2336
AirAsia,I5-942,Mumbai,Afternoon,one,Late_Night,Delhi,Economy,12.25,36,2336
AirAsia,I5-942,Mumbai,Afternoon,one,Late_Night,Delhi,Economy,14.25,36,2336
Indigo,6E-574,Mumbai,Evening,zero,Night,Delhi,Economy,1.83,36,2738
Air_India,AI-864,Mumbai,Early_Morning,zero,Morning,Delhi,Economy,2.17,36,2464
Air_India,AI-806,Mumbai,Early_Morning,zero,Morning,Delhi,Economy,2.25,36,2464
Air_India,AI-809,Mumbai,Morning,zero,Afternoon,Delhi,Economy,2.25,36,2464
Air_India,AI-687,Mumbai,Afternoon,zero,Evening,Delhi,Economy,2.25,36,2464
Air_India,AI-888,Mumbai,Evening,zero,Night,Delhi,Economy,2.25,36,2464
Air_India,AI-867,Mumbai,Night,zero,Night,Delhi,Economy,2.25,36,2464
Air_India,AI-660,Mumbai,Evening,zero,Night,Delhi,Economy,2.42,36,2464
Air_India,AI-635,Mumbai,Early_Morning,one,Morning,Delhi,Economy,3.67,36,2464
Air_India,AI-442,Mumbai,Afternoon,one,Evening,Delhi,Economy,3.75,36,2464
SpiceJet,SG-8710,Mumbai,Night,zero,Night,Delhi,Economy,2,36,2614
SpiceJet,SG-8152,Mumbai,Early_Morning,zero,Morning,Delhi,Economy,2.25,36,2614
SpiceJet,SG-8158,Mumbai,Evening,zero,Night,Delhi,Economy,2.42,36,2614
Indigo,6.00E-154,Mumbai,Late_Night,zero,Early_Morning,Delhi,Economy,2.08,36,2738
Indigo,6E-416,Mumbai,Evening,zero,Evening,Delhi,Economy,2.08,36,2738
Indigo,6.00E-248,Mumbai,Night,zero,Late_Night,Delhi,Economy,2.08,36,2738
Indigo,6E-5017,Mumbai,Morning,zero,Afternoon,Delhi,Economy,2.17,36,2738
Indigo,6E-2077,Mumbai,Afternoon,zero,Afternoon,Delhi,Economy,2.17,36,2738
Indigo,6E-945,Mumbai,Afternoon,zero,Evening,Delhi,Economy,2.17,36,2738
Indigo,6.00E-168,Mumbai,Morning,zero,Afternoon,Delhi,Economy,2.25,36,2738
AirAsia,I5-1569,Mumbai,Night,one,Morning,Delhi,Economy,11.58,36,2747
AirAsia,I5-336,Mumbai,Night,one,Morning,Delhi,Economy,12.75,36,2747
Indigo,6E-5376,Mumbai,Late_Night,one,Morning,Delhi,Economy,8.83,36,2986
Indigo,6E-6201,Mumbai,Morning,zero,Morning,Delhi,Economy,1.92,36,3108
SpiceJet,SG-276,Mumbai,Early_Morning,one,Morning,Delhi,Economy,4.75,36,3342
SpiceJet,SG-4417,Mumbai,Evening,one,Morning,Delhi,Economy,14.83,36,3342
Indigo,6.00E-296,Mumbai,Night,one,Late_Night,Delhi,Economy,4.08,36,3402
Indigo,6E-5386,Mumbai,Evening,one,Late_Night,Delhi,Economy,5.08,36,3402
Air_India,AI-611,Mumbai,Morning,one,Night,Delhi,Economy,10.42,36,3489
Indigo,6E-5376,Mumbai,Late_Night,one,Morning,Delhi,Economy,10.33,36,3528
Indigo,6E-5382,Mumbai,Evening,one,Night,Delhi,Economy,5.83,36,3536
Indigo,6E-5392,Mumbai,Evening,one,Night,Delhi,Economy,4.5,36,3609
Indigo,6E-5392,Mumbai,Evening,one,Late_Night,Delhi,Economy,6.83,36,3609
Air_India,AI-637,Mumbai,Evening,one,Night,Delhi,Economy,5.33,36,3665
Indigo,6.00E-176,Mumbai,Afternoon,one,Night,Delhi,Economy,6.25,36,3755
Air_India,AI-611,Mumbai,Morning,one,Morning,Delhi,Economy,21.33,36,3762
Air_India,AI-619,Mumbai,Night,one,Morning,Delhi,Economy,12.75,36,3819
Air_India,AI-619,Mumbai,Night,one,Evening,Delhi,Economy,22.25,36,3819
Air_India,AI-619,Mumbai,Night,one,Night,Delhi,Economy,26.75,36,3819
Indigo,6E-5376,Mumbai,Late_Night,one,Early_Morning,Delhi,Economy,7.17,36,3846
Indigo,6E-6182,Mumbai,Early_Morning,one,Evening,Delhi,Economy,9.42,36,3947
SpiceJet,SG-343,Mumbai,Morning,one,Afternoon,Delhi,Economy,5.75,36,3965
AirAsia,I5-767,Mumbai,Early_Morning,zero,Morning,Delhi,Economy,2.17,36,4046
Indigo,6E-6222,Mumbai,Morning,one,Afternoon,Delhi,Economy,4.25,36,4438
Indigo,6E-6222,Mumbai,Morning,one,Evening,Delhi,Economy,8.17,36,4438
Air_India,AI-643,Mumbai,Afternoon,one,Evening,Delhi,Economy,26.17,36,4095
Air_India,AI-633,Mumbai,Early_Morning,one,Afternoon,Delhi,Economy,10.17,36,4149
Air_India,AI-631,Mumbai,Evening,one,Morning,Delhi,Economy,14.08,36,4149
Air_India,AI-629,Mumbai,Evening,one,Morning,Delhi,Economy,15.92,36,4221
Air_India,AI-619,Mumbai,Night,one,Afternoon,Delhi,Economy,17.58,36,4239
Indigo,6E-6234,Mumbai,Afternoon,one,Evening,Delhi,Economy,3.83,36,4342
Indigo,6E-5395,Mumbai,Morning,one,Evening,Delhi,Economy,8.75,36,4342
Air_India,AI-671,Mumbai,Morning,one,Evening,Delhi,Economy,10.83,36,4421
Air_India,AI-671,Mumbai,Morning,one,Night,Delhi,Economy,14.17,36,4421
SpiceJet,SG-349,Mumbai,Afternoon,one,Evening,Delhi,Economy,4.75,36,4569
Air_India,AI-671,Mumbai,Morning,one,Morning,Delhi,Economy,23.83,36,4736
Air_India,AI-645,Mumbai,Morning,one,Evening,Delhi,Economy,6.92,36,4768
Air_India,AI-627,Mumbai,Early_Morning,one,Morning,Delhi,Economy,5.83,36,4799
Indigo,6E-5372,Mumbai,Early_Morning,one,Morning,Delhi,Economy,4.33,36,4809
Indigo,6E-5384,Mumbai,Morning,one,Afternoon,Delhi,Economy,6.42,36,5014
Air_India,AI-669,Mumbai,Morning,one,Night,Delhi,Economy,11.92,36,5014
Air_India,AI-669,Mumbai,Morning,one,Evening,Delhi,Economy,28.25,36,5014
AirAsia,I5-620,Mumbai,Early_Morning,one,Morning,Delhi,Economy,6.17,36,5218
AirAsia,I5-620,Mumbai,Early_Morning,one,Evening,Delhi,Economy,13.42,36,5218
AirAsia,I5-620,Mumbai,Early_Morning,one,Evening,Delhi,Economy,14.58,36,5218
Air_India,AI-625,Mumbai,Morning,one,Morning,Delhi,Economy,26.08,36,5219
Air_India,AI-695,Mumbai,Morning,one,Afternoon,Delhi,Economy,27.5,36,5229
Air_India,AI-655,Mumbai,Evening,one,Evening,Delhi,Economy,24.75,36,5234
Air_India,AI-673,Mumbai,Early_Morning,one,Evening,Delhi,Economy,10.08,36,5269
Air_India,AI-774,Mumbai,Night,one,Morning,Delhi,Economy,12.33,36,5269
Air_India,AI-681,Mumbai,Evening,one,Night,Delhi,Economy,28,36,5495
Air_India,AI-639,Mumbai,Morning,one,Night,Delhi,Economy,11.08,36,5749
Air_India,AI-675,Mumbai,Early_Morning,one,Afternoon,Delhi,Economy,6.75,36,5798
Air_India,AI-675,Mumbai,Early_Morning,one,Evening,Delhi,Economy,11.83,36,5798
Air_India,AI-675,Mumbai,Early_Morning,one,Night,Delhi,Economy,16.83,36,5798
SpiceJet,SG-2697,Mumbai,Night,one,Night,Delhi,Economy,25.92,36,5833
Air_India,AI-651,Mumbai,Morning,one,Night,Delhi,Economy,11,36,5840
Air_India,AI-651,Mumbai,Morning,one,Morning,Delhi,Economy,25.08,36,5840
Indigo,6E-939,Mumbai,Morning,one,Evening,Delhi,Economy,7.83,36,5859
Air_India,AI-625,Mumbai,Morning,one,Night,Delhi,Economy,12.5,36,5859
Air_India,AI-673,Mumbai,Early_Morning,one,Afternoon,Delhi,Economy,6.75,36,5915
Air_India,AI-673,Mumbai,Early_Morning,one,Night,Delhi,Economy,13,36,5915
Air_India,AI-639,Mumbai,Morning,one,Afternoon,Delhi,Economy,6.42,36,6169
Air_India,AI-607,Mumbai,Evening,one,Night,Delhi,Economy,7.17,36,6169
Air_India,AI-639,Mumbai,Morning,one,Night,Delhi,Economy,14.42,36,6169
Air_India,AI-607,Mumbai,Evening,one,Morning,Delhi,Economy,16.17,36,6169
Air_India,AI-774,Mumbai,Night,one,Afternoon,Delhi,Economy,16,36,6215
Air_India,AI-774,Mumbai,Night,one,Evening,Delhi,Economy,21.08,36,6215
Air_India,AI-651,Mumbai,Morning,one,Evening,Delhi,Economy,9.92,36,6300
Air_India,AI-683,Mumbai,Night,one,Late_Night,Delhi,Economy,6.67,36,6773
Air_India,AI-679,Mumbai,Morning,one,Evening,Delhi,Economy,9.42,36,6878
Air_India,AI-649,Mumbai,Early_Morning,one,Early_Morning,Delhi,Economy,24.67,36,7079
Air_India,AI-657,Mumbai,Early_Morning,one,Evening,Delhi,Economy,11.58,36,7551
Air_India,AI-685,Mumbai,Early_Morning,one,Evening,Delhi,Economy,11.67,36,8978
Air_India,AI-663,Mumbai,Afternoon,one,Late_Night,Delhi,Economy,14.25,36,8978
Air_India,AI-685,Mumbai,Early_Morning,one,Late_Night,Delhi,Economy,22.58,36,8978
Air_India,AI-9657,Mumbai,Evening,one,Late_Night,Delhi,Economy,8.58,36,9146
SpiceJet,SG-8710,Mumbai,Night,zero,Night,Delhi,Economy,2,37,2339
Indigo,6E-5013,Mumbai,Early_Morning,zero,Early_Morning,Delhi,Economy,2.08,37,2339
Indigo,6E-6721,Mumbai,Early_Morning,zero,Morning,Delhi,Economy,2.08,37,2339
Indigo,6E-6004,Mumbai,Evening,zero,Night,Delhi,Economy,2.08,37,2339
Indigo,6E-2518,Mumbai,Night,zero,Night,Delhi,Economy,2.08,37,2339
AirAsia,I5-330,Mumbai,Night,zero,Late_Night,Delhi,Economy,2.08,37,2339
Indigo,6E-5006,Mumbai,Early_Morning,zero,Morning,Delhi,Economy,2.17,37,2339
Indigo,6E-2172,Mumbai,Morning,zero,Morning,Delhi,Economy,2.17,37,2339
SpiceJet,SG-8152,Mumbai,Early_Morning,zero,Morning,Delhi,Economy,2.25,37,2339
AirAsia,I5-631,Mumbai,Morning,one,Afternoon,Delhi,Economy,5.75,37,2336
AirAsia,I5-1569,Mumbai,Night,one,Late_Night,Delhi,Economy,6,37,2336
AirAsia,I5-678,Mumbai,Evening,one,Late_Night,Delhi,Economy,6.67,37,2336
AirAsia,I5-336,Mumbai,Night,one,Late_Night,Delhi,Economy,7.17,37,2336
AirAsia,I5-631,Mumbai,Morning,one,Evening,Delhi,Economy,8,37,2336
AirAsia,I5-942,Mumbai,Afternoon,one,Night,Delhi,Economy,9.17,37,2336
AirAsia,I5-1569,Mumbai,Night,one,Morning,Delhi,Economy,11.58,37,2336
AirAsia,I5-631,Mumbai,Morning,one,Evening,Delhi,Economy,11.75,37,2336
AirAsia,I5-942,Mumbai,Afternoon,one,Late_Night,Delhi,Economy,12.25,37,2336
AirAsia,I5-336,Mumbai,Night,one,Morning,Delhi,Economy,12.75,37,2336
AirAsia,I5-942,Mumbai,Afternoon,one,Late_Night,Delhi,Economy,14.25,37,2336
AirAsia,I5-620,Mumbai,Early_Morning,one,Evening,Delhi,Economy,14.58,37,2336
Indigo,6E-574,Mumbai,Evening,zero,Night,Delhi,Economy,1.83,37,2738
Air_India,AI-864,Mumbai,Early_Morning,zero,Morning,Delhi,Economy,2.17,37,2464
Air_India,AI-806,Mumbai,Early_Morning,zero,Morning,Delhi,Economy,2.25,37,2464
Air_India,AI-809,Mumbai,Morning,zero,Afternoon,Delhi,Economy,2.25,37,2464
Air_India,AI-687,Mumbai,Afternoon,zero,Evening,Delhi,Economy,2.25,37,2464
Air_India,AI-888,Mumbai,Evening,zero,Night,Delhi,Economy,2.25,37,2464
Air_India,AI-867,Mumbai,Night,zero,Night,Delhi,Economy,2.25,37,2464
Air_India,AI-660,Mumbai,Evening,zero,Night,Delhi,Economy,2.42,37,2464
Air_India,AI-635,Mumbai,Early_Morning,one,Morning,Delhi,Economy,3.67,37,2464
Air_India,AI-442,Mumbai,Afternoon,one,Evening,Delhi,Economy,3.75,37,2464
SpiceJet,SG-8702,Mumbai,Morning,zero,Afternoon,Delhi,Economy,2.42,37,2614
SpiceJet,SG-8158,Mumbai,Evening,zero,Night,Delhi,Economy,2.42,37,2614
Indigo,6E-6201,Mumbai,Morning,zero,Morning,Delhi,Economy,1.92,37,2738
Indigo,6.00E-154,Mumbai,Late_Night,zero,Early_Morning,Delhi,Economy,2.08,37,2738
Indigo,6E-416,Mumbai,Evening,zero,Evening,Delhi,Economy,2.08,37,2738
Indigo,6.00E-248,Mumbai,Night,zero,Late_Night,Delhi,Economy,2.08,37,2738
Indigo,6E-5017,Mumbai,Morning,zero,Afternoon,Delhi,Economy,2.17,37,2738
Indigo,6E-2077,Mumbai,Afternoon,zero,Afternoon,Delhi,Economy,2.17,37,2738
Indigo,6E-945,Mumbai,Afternoon,zero,Evening,Delhi,Economy,2.17,37,2738
Indigo,6E-2047,Mumbai,Early_Morning,zero,Morning,Delhi,Economy,2.25,37,2738
